Driver,Team,LapNumber,Stint,Compound,TyreLife,LapTime_sec,TrackStatus,AirTemp,TrackTemp,IsPersonalBest
VER,Red Bull Racing,1.0,1.0,SOFT,4.0,99.019,12,27.3,31.1,False
LEC,Ferrari,1.0,1.0,SOFT,1.0,100.23,12,27.3,31.1,False
PER,Red Bull Racing,1.0,1.0,SOFT,4.0,101.063,12,27.3,31.1,False
SAI,Ferrari,1.0,1.0,SOFT,4.0,101.659,12,27.3,31.1,False
HAM,Mercedes,1.0,1.0,SOFT,4.0,102.288,12,27.3,31.1,False
RUS,Mercedes,1.0,1.0,SOFT,4.0,102.662,12,27.3,31.1,False
ALO,Aston Martin,1.0,1.0,SOFT,4.0,103.608,12,27.3,31.1,False
BOT,Alfa Romeo,1.0,1.0,SOFT,1.0,104.154,12,27.3,31.1,False
STR,Aston Martin,1.0,1.0,SOFT,4.0,104.67,12,27.3,31.1,False
NOR,McLaren,1.0,1.0,SOFT,1.0,105.364,12,27.3,31.1,False
OCO,Alpine,1.0,1.0,SOFT,4.0,105.967,12,27.3,31.1,False
ALB,Williams,1.0,1.0,SOFT,1.0,106.453,12,27.3,31.1,False
SAR,Williams,1.0,1.0,SOFT,1.0,106.855,12,27.3,31.1,False
HUL,Haas F1 Team,1.0,1.0,SOFT,4.0,107.339,12,27.3,31.1,False
TSU,AlphaTauri,1.0,1.0,SOFT,1.0,107.791,12,27.3,31.1,False
PIA,McLaren,1.0,1.0,SOFT,1.0,108.214,12,27.3,31.1,False
ZHO,Alfa Romeo,1.0,1.0,SOFT,1.0,108.467,12,27.3,31.1,False
MAG,Haas F1 Team,1.0,1.0,HARD,1.0,109.33,12,27.3,31.1,False
GAS,Alpine,1.0,1.0,SOFT,1.0,109.649,12,27.3,31.1,False
DEV,AlphaTauri,1.0,1.0,SOFT,1.0,109.959,12,27.3,31.1,False
VER,Red Bull Racing,2.0,1.0,SOFT,5.0,97.974,12,27.3,31.1,True
LEC,Ferrari,2.0,1.0,SOFT,2.0,98.75,21,27.3,31.1,True
PER,Red Bull Racing,2.0,1.0,SOFT,5.0,98.862,21,27.3,31.1,True
SAI,Ferrari,2.0,1.0,SOFT,5.0,98.933,21,27.3,31.1,True
HAM,Mercedes,2.0,1.0,SOFT,5.0,99.166,21,27.3,31.1,True
RUS,Mercedes,2.0,1.0,SOFT,5.0,99.59,21,27.3,31.1,True
ALO,Aston Martin,2.0,1.0,SOFT,5.0,99.792,21,27.3,31.1,True
BOT,Alfa Romeo,2.0,1.0,SOFT,2.0,99.956,21,27.3,31.1,True
STR,Aston Martin,2.0,1.0,SOFT,5.0,99.892,21,27.3,31.1,True
NOR,McLaren,2.0,1.0,SOFT,2.0,100.433,21,27.3,31.1,True
OCO,Alpine,2.0,1.0,SOFT,5.0,100.408,21,27.3,31.1,True
ALB,Williams,2.0,1.0,SOFT,2.0,100.43,21,27.3,31.1,True
SAR,Williams,2.0,1.0,SOFT,2.0,100.467,21,27.3,31.1,True
HUL,Haas F1 Team,2.0,1.0,SOFT,5.0,100.72,21,27.3,31.1,True
TSU,AlphaTauri,2.0,1.0,SOFT,2.0,100.837,21,27.3,31.1,True
PIA,McLaren,2.0,1.0,SOFT,2.0,100.83,21,27.3,31.1,True
ZHO,Alfa Romeo,2.0,1.0,SOFT,2.0,101.091,21,27.3,31.1,True
GAS,Alpine,2.0,1.0,SOFT,2.0,100.438,21,27.3,31.1,True
MAG,Haas F1 Team,2.0,1.0,HARD,2.0,101.521,21,27.3,31.1,True
DEV,AlphaTauri,2.0,1.0,SOFT,2.0,101.289,21,27.3,31.1,True
VER,Red Bull Racing,3.0,1.0,SOFT,6.0,98.006,1,27.3,31.2,False
LEC,Ferrari,3.0,1.0,SOFT,3.0,98.658,1,27.3,31.2,True
PER,Red Bull Racing,3.0,1.0,SOFT,6.0,98.83,1,27.3,31.2,True
SAI,Ferrari,3.0,1.0,SOFT,6.0,99.042,1,27.3,31.2,False
HAM,Mercedes,3.0,1.0,SOFT,6.0,99.22,1,27.3,31.2,False
RUS,Mercedes,3.0,1.0,SOFT,6.0,99.093,1,27.3,31.2,True
ALO,Aston Martin,3.0,1.0,SOFT,6.0,99.1,1,27.3,31.2,True
BOT,Alfa Romeo,3.0,1.0,SOFT,3.0,99.397,1,27.3,31.2,True
STR,Aston Martin,3.0,1.0,SOFT,6.0,99.625,1,27.3,31.2,True
NOR,McLaren,3.0,1.0,SOFT,3.0,99.777,1,27.3,31.2,False
OCO,Alpine,3.0,1.0,SOFT,6.0,99.948,1,27.3,31.2,True
ALB,Williams,3.0,1.0,SOFT,3.0,100.143,1,27.3,31.2,True
SAR,Williams,3.0,1.0,SOFT,3.0,100.349,1,27.3,31.2,True
HUL,Haas F1 Team,3.0,1.0,SOFT,6.0,100.484,1,27.3,31.2,True
TSU,AlphaTauri,3.0,1.0,SOFT,3.0,100.243,1,27.3,31.2,True
PIA,McLaren,3.0,1.0,SOFT,3.0,100.691,1,27.3,31.2,True
ZHO,Alfa Romeo,3.0,1.0,SOFT,3.0,100.596,1,27.3,31.2,True
GAS,Alpine,3.0,1.0,SOFT,3.0,100.643,1,27.3,31.2,False
DEV,AlphaTauri,3.0,1.0,SOFT,3.0,100.914,1,27.3,31.2,True
MAG,Haas F1 Team,3.0,1.0,HARD,3.0,101.978,1,27.3,31.2,False
VER,Red Bull Racing,4.0,1.0,SOFT,7.0,97.976,1,27.2,31.1,False
LEC,Ferrari,4.0,1.0,SOFT,4.0,98.825,1,27.2,31.1,False
PER,Red Bull Racing,4.0,1.0,SOFT,7.0,98.758,1,27.2,31.1,True
SAI,Ferrari,4.0,1.0,SOFT,7.0,98.985,1,27.2,31.1,False
HAM,Mercedes,4.0,1.0,SOFT,7.0,99.198,1,27.2,31.0,False
RUS,Mercedes,4.0,1.0,SOFT,7.0,99.261,1,27.2,31.0,False
ALO,Aston Martin,4.0,1.0,SOFT,7.0,99.548,1,27.2,31.0,False
BOT,Alfa Romeo,4.0,1.0,SOFT,4.0,99.823,1,27.2,31.0,False
STR,Aston Martin,4.0,1.0,SOFT,7.0,99.745,1,27.2,31.0,False
OCO,Alpine,4.0,1.0,SOFT,7.0,99.543,1,27.2,31.0,True
ALB,Williams,4.0,1.0,SOFT,4.0,99.761,1,27.2,31.0,True
NOR,McLaren,4.0,1.0,SOFT,4.0,102.267,1,27.2,31.0,False
SAR,Williams,4.0,1.0,SOFT,4.0,100.644,1,27.2,31.0,False
TSU,AlphaTauri,4.0,1.0,SOFT,4.0,99.95,1,27.2,31.0,True
HUL,Haas F1 Team,4.0,1.0,SOFT,7.0,101.004,1,27.2,31.0,False
PIA,McLaren,4.0,1.0,SOFT,4.0,100.718,1,27.2,31.0,False
ZHO,Alfa Romeo,4.0,1.0,SOFT,4.0,100.853,1,27.2,31.0,False
GAS,Alpine,4.0,1.0,SOFT,4.0,100.894,1,27.2,31.0,False
DEV,AlphaTauri,4.0,1.0,SOFT,4.0,100.373,1,27.2,31.0,True
MAG,Haas F1 Team,4.0,1.0,HARD,4.0,100.773,1,27.2,31.0,True
VER,Red Bull Racing,5.0,1.0,SOFT,8.0,98.035,1,27.2,31.0,False
LEC,Ferrari,5.0,1.0,SOFT,5.0,98.664,1,27.2,31.0,False
PER,Red Bull Racing,5.0,1.0,SOFT,8.0,98.404,1,27.2,31.0,True
SAI,Ferrari,5.0,1.0,SOFT,8.0,99.128,1,27.2,31.0,False
HAM,Mercedes,5.0,1.0,SOFT,8.0,99.335,1,27.2,31.0,False
RUS,Mercedes,5.0,1.0,SOFT,8.0,99.549,1,27.2,31.0,False
ALO,Aston Martin,5.0,1.0,SOFT,8.0,99.662,1,27.2,31.0,False
STR,Aston Martin,5.0,1.0,SOFT,8.0,99.144,1,27.2,31.0,True
BOT,Alfa Romeo,5.0,1.0,SOFT,5.0,101.033,1,27.2,31.0,False
OCO,Alpine,5.0,1.0,SOFT,8.0,100.281,1,27.2,31.0,False
ALB,Williams,5.0,1.0,SOFT,5.0,100.606,1,27.2,31.0,False
NOR,McLaren,5.0,1.0,SOFT,5.0,100.664,1,27.2,31.0,False
SAR,Williams,5.0,1.0,SOFT,5.0,100.902,1,27.2,31.0,False
TSU,AlphaTauri,5.0,1.0,SOFT,5.0,101.131,1,27.2,31.0,False
HUL,Haas F1 Team,5.0,1.0,SOFT,8.0,101.002,1,27.2,31.0,False
PIA,McLaren,5.0,1.0,SOFT,5.0,100.862,1,27.2,31.0,False
ZHO,Alfa Romeo,5.0,1.0,SOFT,5.0,100.814,1,27.2,31.0,False
GAS,Alpine,5.0,1.0,SOFT,5.0,100.818,1,27.2,31.0,False
DEV,AlphaTauri,5.0,1.0,SOFT,5.0,100.63,1,27.2,31.0,False
MAG,Haas F1 Team,5.0,1.0,HARD,5.0,101.34,1,27.2,31.0,False
VER,Red Bull Racing,6.0,1.0,SOFT,9.0,97.986,1,27.1,30.9,False
LEC,Ferrari,6.0,1.0,SOFT,6.0,98.572,1,27.1,30.9,True
PER,Red Bull Racing,6.0,1.0,SOFT,9.0,98.718,1,27.1,30.9,False
SAI,Ferrari,6.0,1.0,SOFT,9.0,99.474,1,27.1,30.9,False
HAM,Mercedes,6.0,1.0,SOFT,9.0,99.756,1,27.1,30.9,False
RUS,Mercedes,6.0,1.0,SOFT,9.0,99.493,1,27.1,30.9,False
ALO,Aston Martin,6.0,1.0,SOFT,9.0,99.674,1,27.1,30.9,False
STR,Aston Martin,6.0,1.0,SOFT,9.0,99.714,1,27.1,30.9,False
BOT,Alfa Romeo,6.0,1.0,SOFT,6.0,100.265,1,27.1,30.9,False
OCO,Alpine,6.0,1.0,SOFT,9.0,100.331,1,27.1,30.9,False
ALB,Williams,6.0,1.0,SOFT,6.0,100.744,1,27.1,30.9,False
NOR,McLaren,6.0,1.0,SOFT,6.0,100.814,1,27.1,30.9,False
SAR,Williams,6.0,1.0,SOFT,6.0,100.791,1,27.1,30.9,False
TSU,AlphaTauri,6.0,1.0,SOFT,6.0,100.886,1,27.1,30.9,False
HUL,Haas F1 Team,6.0,1.0,SOFT,9.0,101.002,1,27.1,30.9,False
PIA,McLaren,6.0,1.0,SOFT,6.0,101.111,1,27.1,30.9,False
ZHO,Alfa Romeo,6.0,1.0,SOFT,6.0,101.156,1,27.1,30.9,False
GAS,Alpine,6.0,1.0,SOFT,6.0,101.11,1,27.1,30.9,False
DEV,AlphaTauri,6.0,1.0,SOFT,6.0,101.125,1,27.1,30.9,False
MAG,Haas F1 Team,6.0,1.0,HARD,6.0,101.125,1,27.1,30.9,False
VER,Red Bull Racing,7.0,1.0,SOFT,10.0,98.021,1,27.1,30.9,False
LEC,Ferrari,7.0,1.0,SOFT,7.0,98.691,1,27.1,30.9,False
PER,Red Bull Racing,7.0,1.0,SOFT,10.0,98.804,1,27.1,30.9,False
SAI,Ferrari,7.0,1.0,SOFT,10.0,99.502,1,27.1,30.9,False
HAM,Mercedes,7.0,1.0,SOFT,10.0,99.757,1,27.1,30.9,False
RUS,Mercedes,7.0,1.0,SOFT,10.0,100.056,1,27.1,30.9,False
ALO,Aston Martin,7.0,1.0,SOFT,10.0,99.729,1,27.1,30.9,False
STR,Aston Martin,7.0,1.0,SOFT,10.0,99.945,1,27.1,30.9,False
BOT,Alfa Romeo,7.0,1.0,SOFT,7.0,100.564,1,27.1,30.9,False
OCO,Alpine,7.0,1.0,SOFT,10.0,100.488,1,27.1,30.9,False
ALB,Williams,7.0,1.0,SOFT,7.0,100.646,1,27.1,30.9,False
NOR,McLaren,7.0,1.0,SOFT,7.0,100.726,1,27.1,30.9,False
SAR,Williams,7.0,1.0,SOFT,7.0,100.892,1,27.1,30.9,False
TSU,AlphaTauri,7.0,1.0,SOFT,7.0,100.952,1,27.1,30.9,False
HUL,Haas F1 Team,7.0,1.0,SOFT,10.0,101.148,1,27.1,30.9,False
PIA,McLaren,7.0,1.0,SOFT,7.0,101.167,1,27.1,30.9,False
ZHO,Alfa Romeo,7.0,1.0,SOFT,7.0,101.197,1,27.1,30.9,False
GAS,Alpine,7.0,1.0,SOFT,7.0,101.134,1,27.1,30.9,False
DEV,AlphaTauri,7.0,1.0,SOFT,7.0,101.166,1,27.1,30.9,False
MAG,Haas F1 Team,7.0,1.0,HARD,7.0,101.526,1,27.1,30.9,False
VER,Red Bull Racing,8.0,1.0,SOFT,11.0,98.154,1,27.1,30.9,False
LEC,Ferrari,8.0,1.0,SOFT,8.0,98.614,1,27.1,30.9,False
PER,Red Bull Racing,8.0,1.0,SOFT,11.0,99.172,1,27.1,30.9,False
SAI,Ferrari,8.0,1.0,SOFT,11.0,99.779,1,27.1,30.9,False
HAM,Mercedes,8.0,1.0,SOFT,11.0,100.267,1,27.1,30.9,False
RUS,Mercedes,8.0,1.0,SOFT,11.0,100.31,1,27.1,30.9,False
ALO,Aston Martin,8.0,1.0,SOFT,11.0,99.959,1,27.1,30.9,False
STR,Aston Martin,8.0,1.0,SOFT,11.0,99.801,1,27.1,30.9,False
BOT,Alfa Romeo,8.0,1.0,SOFT,8.0,100.387,1,27.1,30.9,False
OCO,Alpine,8.0,1.0,SOFT,11.0,100.562,1,27.1,30.9,False
ALB,Williams,8.0,1.0,SOFT,8.0,100.918,1,27.1,30.9,False
NOR,McLaren,8.0,1.0,SOFT,8.0,100.857,1,27.1,30.9,False
SAR,Williams,8.0,1.0,SOFT,8.0,100.868,1,27.1,30.9,False
TSU,AlphaTauri,8.0,1.0,SOFT,8.0,100.846,1,27.1,30.9,False
HUL,Haas F1 Team,8.0,1.0,SOFT,11.0,101.249,1,27.1,30.9,False
PIA,McLaren,8.0,1.0,SOFT,8.0,101.295,1,27.1,30.9,False
ZHO,Alfa Romeo,8.0,1.0,SOFT,8.0,101.184,1,27.1,30.9,False
GAS,Alpine,8.0,1.0,SOFT,8.0,101.173,1,27.1,30.9,False
DEV,AlphaTauri,8.0,1.0,SOFT,8.0,101.23,1,27.1,30.9,False
MAG,Haas F1 Team,8.0,1.0,HARD,8.0,101.283,1,27.1,30.9,False
VER,Red Bull Racing,9.0,1.0,SOFT,12.0,98.278,1,27.1,30.8,False
LEC,Ferrari,9.0,1.0,SOFT,9.0,98.828,1,27.1,30.8,False
PER,Red Bull Racing,9.0,1.0,SOFT,12.0,98.914,1,27.1,30.8,False
SAI,Ferrari,9.0,1.0,SOFT,12.0,99.744,1,27.1,30.8,False
HAM,Mercedes,9.0,1.0,SOFT,12.0,100.323,1,27.1,30.8,False
RUS,Mercedes,9.0,1.0,SOFT,12.0,100.42,1,27.1,30.8,False
ALO,Aston Martin,9.0,1.0,SOFT,12.0,100.275,1,27.1,30.8,False
STR,Aston Martin,9.0,1.0,SOFT,12.0,100.106,1,27.1,30.8,False
BOT,Alfa Romeo,9.0,1.0,SOFT,9.0,100.275,1,27.1,30.8,False
OCO,Alpine,9.0,1.0,SOFT,12.0,100.866,1,27.1,30.8,False
ALB,Williams,9.0,1.0,SOFT,9.0,100.969,1,27.1,30.8,False
NOR,McLaren,9.0,1.0,SOFT,9.0,100.783,1,27.1,30.8,False
SAR,Williams,9.0,1.0,SOFT,9.0,100.908,1,27.1,30.8,False
TSU,AlphaTauri,9.0,1.0,SOFT,9.0,101.01,1,27.1,30.8,False
HUL,Haas F1 Team,9.0,1.0,SOFT,12.0,101.615,1,27.1,30.8,False
PIA,McLaren,9.0,1.0,SOFT,9.0,101.534,1,27.1,30.8,False
ZHO,Alfa Romeo,9.0,1.0,SOFT,9.0,101.526,1,27.1,30.8,False
DEV,AlphaTauri,9.0,1.0,SOFT,9.0,101.573,1,27.1,30.8,False
GAS,Alpine,9.0,1.0,SOFT,9.0,104.201,1,27.1,30.8,False
MAG,Haas F1 Team,9.0,1.0,HARD,9.0,101.278,1,27.1,30.8,False
VER,Red Bull Racing,10.0,1.0,SOFT,13.0,98.369,1,27.1,30.8,False
LEC,Ferrari,10.0,1.0,SOFT,10.0,99.073,1,27.1,30.8,False
PER,Red Bull Racing,10.0,1.0,SOFT,13.0,99.085,1,27.1,30.8,False
SAI,Ferrari,10.0,1.0,SOFT,13.0,100.102,1,27.1,30.8,False
HAM,Mercedes,10.0,1.0,SOFT,13.0,100.289,1,27.2,30.6,False
RUS,Mercedes,10.0,1.0,SOFT,13.0,100.532,1,27.2,30.6,False
ALO,Aston Martin,10.0,1.0,SOFT,13.0,100.203,1,27.2,30.6,False
STR,Aston Martin,10.0,1.0,SOFT,13.0,100.192,1,27.2,30.6,False
BOT,Alfa Romeo,10.0,1.0,SOFT,10.0,100.676,1,27.2,30.6,False
OCO,Alpine,10.0,1.0,SOFT,13.0,100.858,1,27.2,30.6,False
ALB,Williams,10.0,1.0,SOFT,10.0,101.119,1,27.2,30.6,False
SAR,Williams,10.0,1.0,SOFT,10.0,101.133,1,27.2,30.6,False
NOR,McLaren,10.0,1.0,SOFT,10.0,103.521,1,27.2,30.6,False
TSU,AlphaTauri,10.0,1.0,SOFT,10.0,103.749,1,27.2,30.6,False
HUL,Haas F1 Team,10.0,1.0,SOFT,13.0,102.252,1,27.2,30.6,False
PIA,McLaren,10.0,1.0,SOFT,10.0,101.584,1,27.2,30.6,False
ZHO,Alfa Romeo,10.0,1.0,SOFT,10.0,101.743,1,27.2,30.6,False
DEV,AlphaTauri,10.0,1.0,SOFT,10.0,101.666,1,27.2,30.6,False
MAG,Haas F1 Team,10.0,1.0,HARD,10.0,101.719,1,27.2,30.6,False
GAS,Alpine,10.0,2.0,HARD,1.0,121.262,1,27.2,30.6,False
VER,Red Bull Racing,11.0,1.0,SOFT,14.0,98.483,1,27.1,30.6,False
LEC,Ferrari,11.0,1.0,SOFT,11.0,99.212,1,27.1,30.6,False
PER,Red Bull Racing,11.0,1.0,SOFT,14.0,99.249,1,27.1,30.6,False
SAI,Ferrari,11.0,1.0,SOFT,14.0,100.507,1,27.1,30.6,False
HAM,Mercedes,11.0,1.0,SOFT,14.0,100.752,1,27.1,30.6,False
RUS,Mercedes,11.0,1.0,SOFT,14.0,101.085,1,27.1,30.6,False
ALO,Aston Martin,11.0,1.0,SOFT,14.0,101.147,1,27.1,30.6,False
STR,Aston Martin,11.0,1.0,SOFT,14.0,100.923,1,27.1,30.6,False
BOT,Alfa Romeo,11.0,1.0,SOFT,11.0,103.269,1,27.1,30.6,False
OCO,Alpine,11.0,1.0,SOFT,14.0,101.035,1,27.1,30.6,False
SAR,Williams,11.0,1.0,SOFT,11.0,101.532,1,27.1,30.6,False
ALB,Williams,11.0,1.0,SOFT,11.0,103.948,1,27.1,30.6,False
PIA,McLaren,11.0,1.0,SOFT,11.0,101.352,1,27.1,30.6,False
ZHO,Alfa Romeo,11.0,1.0,SOFT,11.0,102.108,1,27.1,30.6,False
MAG,Haas F1 Team,11.0,1.0,HARD,11.0,102.049,1,27.1,30.6,False
HUL,Haas F1 Team,11.0,1.0,SOFT,14.0,106.79,1,27.1,30.6,False
DEV,AlphaTauri,11.0,1.0,SOFT,11.0,105.46,1,27.1,30.6,False
TSU,AlphaTauri,11.0,2.0,HARD,1.0,119.843,1,27.1,30.6,False
GAS,Alpine,11.0,2.0,HARD,2.0,98.762,1,27.1,30.6,True
NOR,McLaren,11.0,2.0,HARD,1.0,129.886,1,27.1,30.6,False
VER,Red Bull Racing,12.0,1.0,SOFT,15.0,98.591,1,27.1,30.6,False
LEC,Ferrari,12.0,1.0,SOFT,12.0,99.489,1,27.1,30.5,False
PER,Red Bull Racing,12.0,1.0,SOFT,15.0,99.197,1,27.1,30.5,False
SAI,Ferrari,12.0,1.0,SOFT,15.0,100.52,1,27.1,30.5,False
RUS,Mercedes,12.0,1.0,SOFT,15.0,101.112,1,27.1,30.5,False
ALO,Aston Martin,12.0,1.0,SOFT,15.0,100.934,1,27.1,30.5,False
HAM,Mercedes,12.0,1.0,SOFT,15.0,103.336,1,27.1,30.5,False
STR,Aston Martin,12.0,1.0,SOFT,15.0,101.039,1,27.1,30.5,False
OCO,Alpine,12.0,1.0,SOFT,15.0,103.787,1,27.1,30.5,False
SAR,Williams,12.0,1.0,SOFT,12.0,103.88,1,27.1,30.5,False
PIA,McLaren,12.0,1.0,SOFT,12.0,101.156,1,27.1,30.5,False
ZHO,Alfa Romeo,12.0,1.0,SOFT,12.0,103.87,1,27.1,30.5,False
MAG,Haas F1 Team,12.0,1.0,HARD,12.0,101.345,1,27.1,30.5,False
BOT,Alfa Romeo,12.0,2.0,HARD,1.0,119.45,1,27.1,30.5,False
ALB,Williams,12.0,2.0,SOFT,1.0,119.445,1,27.1,30.5,False
TSU,AlphaTauri,12.0,2.0,HARD,2.0,99.143,1,27.1,30.5,True
GAS,Alpine,12.0,2.0,HARD,3.0,98.928,1,27.1,30.5,False
NOR,McLaren,12.0,2.0,HARD,2.0,99.314,1,27.1,30.5,True
DEV,AlphaTauri,12.0,2.0,HARD,1.0,121.184,1,27.1,30.5,False
HUL,Haas F1 Team,12.0,2.0,HARD,1.0,122.579,1,27.1,30.5,False
VER,Red Bull Racing,13.0,1.0,SOFT,16.0,98.482,1,27.1,30.5,False
PER,Red Bull Racing,13.0,1.0,SOFT,16.0,99.336,1,27.1,30.5,False
LEC,Ferrari,13.0,1.0,SOFT,13.0,102.068,1,27.1,30.5,False
SAI,Ferrari,13.0,1.0,SOFT,16.0,103.31,1,27.1,30.5,False
ALO,Aston Martin,13.0,1.0,SOFT,16.0,100.341,1,27.1,30.5,False
STR,Aston Martin,13.0,1.0,SOFT,16.0,101.12,1,27.1,30.5,False
RUS,Mercedes,13.0,1.0,SOFT,16.0,104.691,1,27.1,30.5,False
HAM,Mercedes,13.0,2.0,HARD,1.0,119.179,1,27.1,30.5,False
MAG,Haas F1 Team,13.0,1.0,HARD,13.0,101.654,1,27.1,30.5,False
BOT,Alfa Romeo,13.0,2.0,HARD,2.0,98.03,1,27.1,30.5,True
ALB,Williams,13.0,2.0,SOFT,2.0,98.649,1,27.1,30.5,True
OCO,Alpine,13.0,2.0,HARD,1.0,120.381,1,27.1,30.5,False
TSU,AlphaTauri,13.0,2.0,HARD,3.0,99.471,1,27.1,30.5,False
GAS,Alpine,13.0,2.0,HARD,4.0,99.349,1,27.1,30.5,False
SAR,Williams,13.0,2.0,SOFT,1.0,120.255,1,27.1,30.5,False
PIA,McLaren,13.0,1.0,SOFT,13.0,122.071,1,27.1,30.5,False
NOR,McLaren,13.0,2.0,HARD,3.0,99.51,1,27.1,30.5,False
DEV,AlphaTauri,13.0,2.0,HARD,2.0,98.924,1,27.1,30.5,True
HUL,Haas F1 Team,13.0,2.0,HARD,2.0,99.406,1,27.1,30.5,True
ZHO,Alfa Romeo,13.0,2.0,HARD,1.0,122.101,1,27.1,30.5,False
VER,Red Bull Racing,14.0,1.0,SOFT,17.0,101.295,1,27.1,30.5,False
PER,Red Bull Racing,14.0,1.0,SOFT,17.0,98.739,1,27.1,30.5,False
STR,Aston Martin,14.0,1.0,SOFT,17.0,100.002,1,27.1,30.5,False
ALO,Aston Martin,14.0,1.0,SOFT,17.0,102.212,1,27.1,30.5,False
