Driver,Team,LapNumber,Stint,Compound,TyreLife,LapTime_sec,TrackStatus,AirTemp,TrackTemp,IsPersonalBest
LEC,Ferrari,14.0,2.0,HARD,1.0,118.77,1,27.1,30.5,False
SAI,Ferrari,14.0,2.0,HARD,1.0,119.006,1,27.1,30.5,False
HAM,Mercedes,14.0,2.0,HARD,2.0,98.308,1,27.1,30.5,True
BOT,Alfa Romeo,14.0,2.0,HARD,3.0,98.098,1,27.1,30.5,False
MAG,Haas F1 Team,14.0,1.0,HARD,14.0,101.739,1,27.1,30.5,False
RUS,Mercedes,14.0,2.0,HARD,1.0,121.269,1,27.1,30.5,False
ALB,Williams,14.0,2.0,SOFT,3.0,98.472,1,27.1,30.5,True
OCO,Alpine,14.0,2.0,HARD,2.0,98.649,1,27.1,30.5,True
TSU,AlphaTauri,14.0,2.0,HARD,4.0,98.742,1,27.1,30.5,True
GAS,Alpine,14.0,2.0,HARD,5.0,98.859,1,27.1,30.5,False
SAR,Williams,14.0,2.0,SOFT,2.0,98.413,1,27.1,30.5,True
NOR,McLaren,14.0,2.0,HARD,4.0,99.243,1,27.1,30.5,True
DEV,AlphaTauri,14.0,2.0,HARD,3.0,98.829,1,27.1,30.5,True
HUL,Haas F1 Team,14.0,2.0,HARD,3.0,98.847,1,27.1,30.5,True
ZHO,Alfa Romeo,14.0,2.0,HARD,2.0,99.33,1,27.1,30.5,True
PER,Red Bull Racing,15.0,1.0,SOFT,18.0,98.608,1,27.0,30.5,False
VER,Red Bull Racing,15.0,2.0,SOFT,1.0,118.378,1,27.0,30.5,False
LEC,Ferrari,15.0,2.0,HARD,2.0,98.477,1,27.0,30.5,True
STR,Aston Martin,15.0,1.0,SOFT,18.0,102.841,1,27.0,30.5,False
SAI,Ferrari,15.0,2.0,HARD,2.0,97.985,1,27.0,30.5,True
HAM,Mercedes,15.0,2.0,HARD,3.0,98.527,1,27.0,30.5,False
BOT,Alfa Romeo,15.0,2.0,HARD,4.0,98.851,1,27.0,30.5,False
ALO,Aston Martin,15.0,2.0,HARD,1.0,119.692,1,27.0,30.5,False
RUS,Mercedes,15.0,2.0,HARD,2.0,97.46,1,27.0,30.5,True
ALB,Williams,15.0,2.0,SOFT,4.0,99.158,1,27.0,30.5,False
MAG,Haas F1 Team,15.0,1.0,HARD,15.0,104.899,1,27.0,30.5,False
TSU,AlphaTauri,15.0,2.0,HARD,5.0,98.975,1,27.0,30.5,False
OCO,Alpine,15.0,2.0,HARD,3.0,101.863,1,27.0,30.5,False
GAS,Alpine,15.0,2.0,HARD,6.0,98.985,1,27.0,30.5,False
SAR,Williams,15.0,2.0,SOFT,3.0,99.033,1,27.0,30.5,False
NOR,McLaren,15.0,2.0,HARD,5.0,98.87,1,27.0,30.4,False
DEV,AlphaTauri,15.0,2.0,HARD,4.0,98.868,1,27.0,30.4,False
HUL,Haas F1 Team,15.0,2.0,HARD,4.0,98.972,1,27.0,30.4,False
ZHO,Alfa Romeo,15.0,2.0,HARD,3.0,99.229,1,27.0,30.4,True
PER,Red Bull Racing,16.0,1.0,SOFT,19.0,98.77,1,27.0,30.4,False
VER,Red Bull Racing,16.0,2.0,SOFT,2.0,97.801,1,27.0,30.4,True
LEC,Ferrari,16.0,2.0,HARD,3.0,97.953,1,27.0,30.3,True
SAI,Ferrari,16.0,2.0,HARD,3.0,98.433,1,27.0,30.3,False
HAM,Mercedes,16.0,2.0,HARD,4.0,98.617,1,27.0,30.3,False
BOT,Alfa Romeo,16.0,2.0,HARD,5.0,98.494,1,27.0,30.3,False
ALO,Aston Martin,16.0,2.0,HARD,2.0,97.542,1,27.0,30.3,True
RUS,Mercedes,16.0,2.0,HARD,3.0,97.833,1,27.0,30.3,False
STR,Aston Martin,16.0,2.0,HARD,1.0,119.876,1,27.0,30.3,False
ALB,Williams,16.0,2.0,SOFT,5.0,99.253,1,27.0,30.3,False
TSU,AlphaTauri,16.0,2.0,HARD,6.0,99.061,1,27.0,30.3,False
GAS,Alpine,16.0,2.0,HARD,7.0,98.945,1,27.0,30.3,False
SAR,Williams,16.0,2.0,SOFT,4.0,98.988,1,27.0,30.3,False
NOR,McLaren,16.0,2.0,HARD,6.0,98.86,1,27.0,30.3,True
DEV,AlphaTauri,16.0,2.0,HARD,5.0,99.127,1,27.0,30.3,False
HUL,Haas F1 Team,16.0,2.0,HARD,5.0,99.136,1,27.0,30.3,False
ZHO,Alfa Romeo,16.0,2.0,HARD,4.0,98.998,1,27.0,30.3,True
MAG,Haas F1 Team,16.0,2.0,HARD,1.0,120.587,1,27.0,30.3,False
OCO,Alpine,16.0,3.0,HARD,4.0,135.708,1,27.0,30.3,False
PER,Red Bull Racing,17.0,1.0,SOFT,20.0,101.36,1,27.0,30.3,False
VER,Red Bull Racing,17.0,2.0,SOFT,3.0,97.648,1,27.0,30.3,True
LEC,Ferrari,17.0,2.0,HARD,4.0,98.031,1,27.0,30.3,False
SAI,Ferrari,17.0,2.0,HARD,4.0,98.161,1,27.0,30.3,False
HAM,Mercedes,17.0,2.0,HARD,5.0,98.704,1,27.0,30.3,False
ALO,Aston Martin,17.0,2.0,HARD,3.0,98.139,1,27.0,30.3,False
BOT,Alfa Romeo,17.0,2.0,HARD,6.0,99.973,1,27.0,30.3,False
RUS,Mercedes,17.0,2.0,HARD,4.0,98.604,1,27.0,30.3,False
STR,Aston Martin,17.0,2.0,HARD,2.0,97.507,1,27.0,30.3,True
ALB,Williams,17.0,2.0,SOFT,6.0,99.094,1,27.0,30.3,False
TSU,AlphaTauri,17.0,2.0,HARD,7.0,99.021,1,27.0,30.3,False
GAS,Alpine,17.0,2.0,HARD,8.0,99.011,1,27.0,30.3,False
SAR,Williams,17.0,2.0,SOFT,5.0,99.439,1,27.0,30.3,False
DEV,AlphaTauri,17.0,2.0,HARD,6.0,98.996,1,27.0,30.3,False
NOR,McLaren,17.0,2.0,HARD,7.0,101.501,1,27.0,30.3,False
HUL,Haas F1 Team,17.0,2.0,HARD,6.0,99.396,1,27.0,30.3,False
ZHO,Alfa Romeo,17.0,2.0,HARD,5.0,99.143,1,27.0,30.3,False
MAG,Haas F1 Team,17.0,2.0,HARD,2.0,98.319,1,27.0,30.3,True
OCO,Alpine,17.0,3.0,HARD,5.0,98.78,1,27.0,30.3,False
VER,Red Bull Racing,18.0,2.0,SOFT,4.0,97.614,1,26.9,30.3,True
LEC,Ferrari,18.0,2.0,HARD,5.0,97.798,1,26.9,30.3,True
PER,Red Bull Racing,18.0,2.0,SOFT,3.0,118.797,1,26.9,30.3,False
SAI,Ferrari,18.0,2.0,HARD,5.0,98.287,1,26.9,30.3,False
HAM,Mercedes,18.0,2.0,HARD,6.0,98.69,1,26.9,30.3,False
ALO,Aston Martin,18.0,2.0,HARD,4.0,98.124,1,26.9,30.3,False
RUS,Mercedes,18.0,2.0,HARD,5.0,98.427,1,26.9,30.3,False
BOT,Alfa Romeo,18.0,2.0,HARD,7.0,100.24,1,26.9,30.3,False
STR,Aston Martin,18.0,2.0,HARD,3.0,98.127,1,26.9,30.3,False
ALB,Williams,18.0,2.0,SOFT,7.0,99.049,1,26.9,30.3,False
TSU,AlphaTauri,18.0,2.0,HARD,8.0,99.302,1,26.9,30.3,False
GAS,Alpine,18.0,2.0,HARD,9.0,99.029,1,26.9,30.3,False
SAR,Williams,18.0,2.0,SOFT,6.0,99.399,1,26.9,30.3,False
DEV,AlphaTauri,18.0,2.0,HARD,7.0,99.054,1,26.9,30.3,False
ZHO,Alfa Romeo,18.0,2.0,HARD,6.0,98.873,1,26.9,30.3,True
HUL,Haas F1 Team,18.0,2.0,HARD,7.0,100.323,1,26.9,30.3,False
MAG,Haas F1 Team,18.0,2.0,HARD,3.0,98.274,1,26.9,30.3,True
OCO,Alpine,18.0,3.0,HARD,6.0,98.886,1,26.9,30.3,False
NOR,McLaren,18.0,3.0,SOFT,4.0,128.607,1,26.9,30.3,False
VER,Red Bull Racing,19.0,2.0,SOFT,5.0,97.712,1,26.9,30.3,False
LEC,Ferrari,19.0,2.0,HARD,6.0,97.858,1,26.9,30.3,False
PER,Red Bull Racing,19.0,2.0,SOFT,4.0,97.659,1,26.9,30.2,True
SAI,Ferrari,19.0,2.0,HARD,6.0,98.21,1,26.9,30.2,False
HAM,Mercedes,19.0,2.0,HARD,7.0,98.684,1,26.9,30.2,False
ALO,Aston Martin,19.0,2.0,HARD,5.0,98.361,1,26.9,30.2,False
RUS,Mercedes,19.0,2.0,HARD,6.0,98.512,1,26.9,30.2,False
BOT,Alfa Romeo,19.0,2.0,HARD,8.0,99.497,1,26.9,30.2,False
STR,Aston Martin,19.0,2.0,HARD,4.0,98.587,1,26.9,30.2,False
ALB,Williams,19.0,2.0,SOFT,8.0,99.272,1,26.9,30.2,False
TSU,AlphaTauri,19.0,2.0,HARD,9.0,99.17,1,26.9,30.2,False
GAS,Alpine,19.0,2.0,HARD,10.0,99.066,1,26.9,30.2,False
SAR,Williams,19.0,2.0,SOFT,7.0,99.22,1,26.9,30.2,False
DEV,AlphaTauri,19.0,2.0,HARD,8.0,99.078,1,26.9,30.2,False
ZHO,Alfa Romeo,19.0,2.0,HARD,7.0,98.794,1,26.9,30.2,True
HUL,Haas F1 Team,19.0,2.0,HARD,8.0,99.633,1,26.9,30.2,False
MAG,Haas F1 Team,19.0,2.0,HARD,4.0,98.803,1,26.9,30.2,False
OCO,Alpine,19.0,3.0,HARD,7.0,98.817,1,26.9,30.2,False
NOR,McLaren,19.0,3.0,SOFT,5.0,97.966,1,26.9,30.2,True
VER,Red Bull Racing,20.0,2.0,SOFT,6.0,97.788,1,26.9,30.2,False
LEC,Ferrari,20.0,2.0,HARD,7.0,97.631,1,26.9,30.2,True
PER,Red Bull Racing,20.0,2.0,SOFT,5.0,97.448,1,26.9,30.2,True
SAI,Ferrari,20.0,2.0,HARD,7.0,98.096,1,26.9,30.2,False
HAM,Mercedes,20.0,2.0,HARD,8.0,98.478,1,26.9,30.2,False
ALO,Aston Martin,20.0,2.0,HARD,6.0,98.318,1,26.9,30.2,False
RUS,Mercedes,20.0,2.0,HARD,7.0,98.578,1,26.9,30.2,False
STR,Aston Martin,20.0,2.0,HARD,5.0,98.038,1,26.9,30.1,False
BOT,Alfa Romeo,20.0,2.0,HARD,9.0,100.442,1,26.9,30.1,False
ALB,Williams,20.0,2.0,SOFT,9.0,99.299,1,26.9,30.1,False
TSU,AlphaTauri,20.0,2.0,HARD,10.0,99.282,1,26.9,30.1,False
GAS,Alpine,20.0,2.0,HARD,11.0,99.017,1,26.9,30.1,False
SAR,Williams,20.0,2.0,SOFT,8.0,99.186,1,26.9,30.1,False
DEV,AlphaTauri,20.0,2.0,HARD,9.0,99.182,1,26.9,30.1,False
ZHO,Alfa Romeo,20.0,2.0,HARD,8.0,98.896,1,26.9,30.1,False
HUL,Haas F1 Team,20.0,2.0,HARD,9.0,99.495,1,26.9,30.1,False
MAG,Haas F1 Team,20.0,2.0,HARD,5.0,99.083,1,26.9,30.1,False
OCO,Alpine,20.0,3.0,HARD,8.0,98.809,1,26.9,30.1,False
NOR,McLaren,20.0,3.0,SOFT,6.0,98.345,1,26.9,30.1,False
VER,Red Bull Racing,21.0,2.0,SOFT,7.0,97.582,1,26.8,30.1,True
LEC,Ferrari,21.0,2.0,HARD,8.0,97.753,1,26.8,30.1,False
PER,Red Bull Racing,21.0,2.0,SOFT,6.0,97.24,1,26.8,30.1,True
SAI,Ferrari,21.0,2.0,HARD,8.0,98.24,1,26.8,30.1,False
HAM,Mercedes,21.0,2.0,HARD,9.0,98.581,1,26.8,30.1,False
ALO,Aston Martin,21.0,2.0,HARD,7.0,98.407,1,26.8,30.1,False
RUS,Mercedes,21.0,2.0,HARD,8.0,98.555,1,26.8,30.1,False
STR,Aston Martin,21.0,2.0,HARD,6.0,98.273,1,26.8,30.1,False
BOT,Alfa Romeo,21.0,2.0,HARD,10.0,99.355,1,26.8,30.1,False
ALB,Williams,21.0,2.0,SOFT,10.0,99.591,1,26.8,30.1,False
TSU,AlphaTauri,21.0,2.0,HARD,11.0,99.325,1,26.8,30.1,False
GAS,Alpine,21.0,2.0,HARD,12.0,99.327,1,26.8,30.1,False
SAR,Williams,21.0,2.0,SOFT,9.0,99.612,1,26.8,30.1,False
DEV,AlphaTauri,21.0,2.0,HARD,10.0,99.182,1,26.8,30.1,False
ZHO,Alfa Romeo,21.0,2.0,HARD,9.0,98.888,1,26.8,30.1,False
HUL,Haas F1 Team,21.0,2.0,HARD,10.0,99.703,1,26.8,30.0,False
MAG,Haas F1 Team,21.0,2.0,HARD,6.0,99.086,1,26.8,30.0,False
OCO,Alpine,21.0,3.0,HARD,9.0,98.976,1,26.8,30.0,False
NOR,McLaren,21.0,3.0,SOFT,7.0,98.297,1,26.8,30.0,False
VER,Red Bull Racing,22.0,2.0,SOFT,8.0,97.651,1,26.8,30.0,False
LEC,Ferrari,22.0,2.0,HARD,9.0,98.162,1,26.8,30.0,False
PER,Red Bull Racing,22.0,2.0,SOFT,7.0,97.169,1,26.8,30.0,True
SAI,Ferrari,22.0,2.0,HARD,9.0,98.453,1,26.7,30.0,False
HAM,Mercedes,22.0,2.0,HARD,10.0,98.46,1,26.7,30.0,False
ALO,Aston Martin,22.0,2.0,HARD,8.0,98.2,1,26.7,30.0,False
RUS,Mercedes,22.0,2.0,HARD,9.0,98.438,1,26.7,30.0,False
STR,Aston Martin,22.0,2.0,HARD,7.0,98.73,1,26.7,30.0,False
BOT,Alfa Romeo,22.0,2.0,HARD,11.0,99.356,1,26.7,30.0,False
ALB,Williams,22.0,2.0,SOFT,11.0,99.588,1,26.7,30.0,False
TSU,AlphaTauri,22.0,2.0,HARD,12.0,99.439,1,26.7,30.0,False
GAS,Alpine,22.0,2.0,HARD,13.0,99.485,1,26.7,30.0,False
SAR,Williams,22.0,2.0,SOFT,10.0,99.362,1,26.7,30.0,False
DEV,AlphaTauri,22.0,2.0,HARD,11.0,99.296,1,26.7,30.0,False
ZHO,Alfa Romeo,22.0,2.0,HARD,10.0,99.115,1,26.7,30.0,False
HUL,Haas F1 Team,22.0,2.0,HARD,11.0,99.934,1,26.7,30.0,False
MAG,Haas F1 Team,22.0,2.0,HARD,7.0,98.913,1,26.7,30.0,False
OCO,Alpine,22.0,3.0,HARD,10.0,99.028,1,26.7,29.9,False
NOR,McLaren,22.0,3.0,SOFT,8.0,98.908,1,26.7,29.9,False
VER,Red Bull Racing,23.0,2.0,SOFT,9.0,97.552,1,26.7,29.9,True
LEC,Ferrari,23.0,2.0,HARD,10.0,98.054,1,26.7,29.9,False
PER,Red Bull Racing,23.0,2.0,SOFT,8.0,97.304,1,26.7,29.9,False
SAI,Ferrari,23.0,2.0,HARD,10.0,98.597,1,26.7,29.9,False
HAM,Mercedes,23.0,2.0,HARD,11.0,98.384,1,26.7,29.9,False
ALO,Aston Martin,23.0,2.0,HARD,9.0,97.853,1,26.7,29.9,False
RUS,Mercedes,23.0,2.0,HARD,10.0,98.773,1,26.7,29.9,False
STR,Aston Martin,23.0,2.0,HARD,8.0,98.295,1,26.7,29.9,False
BOT,Alfa Romeo,23.0,2.0,HARD,12.0,99.311,1,26.7,29.9,False
ALB,Williams,23.0,2.0,SOFT,12.0,99.802,1,26.7,29.9,False
TSU,AlphaTauri,23.0,2.0,HARD,13.0,99.632,1,26.7,29.9,False
GAS,Alpine,23.0,2.0,HARD,14.0,99.263,1,26.7,29.9,False
SAR,Williams,23.0,2.0,SOFT,11.0,99.692,1,26.7,29.9,False
DEV,AlphaTauri,23.0,2.0,HARD,12.0,99.542,1,26.7,29.9,False
ZHO,Alfa Romeo,23.0,2.0,HARD,11.0,99.462,1,26.7,29.9,False
HUL,Haas F1 Team,23.0,2.0,HARD,12.0,99.866,1,26.7,29.9,False
MAG,Haas F1 Team,23.0,2.0,HARD,8.0,99.027,1,26.7,29.9,False
NOR,McLaren,23.0,3.0,SOFT,9.0,98.291,1,26.7,29.9,False
OCO,Alpine,23.0,3.0,HARD,11.0,100.052,1,26.7,29.9,False
VER,Red Bull Racing,24.0,2.0,SOFT,10.0,97.387,1,26.7,29.9,True
LEC,Ferrari,24.0,2.0,HARD,11.0,97.972,1,26.7,29.9,False
PER,Red Bull Racing,24.0,2.0,SOFT,9.0,97.352,1,26.7,29.9,False
SAI,Ferrari,24.0,2.0,HARD,11.0,98.314,1,26.7,29.9,False
HAM,Mercedes,24.0,2.0,HARD,12.0,98.367,1,26.7,29.9,False
ALO,Aston Martin,24.0,2.0,HARD,10.0,97.878,1,26.7,29.9,False
RUS,Mercedes,24.0,2.0,HARD,11.0,98.643,1,26.7,29.9,False
STR,Aston Martin,24.0,2.0,HARD,9.0,98.478,1,26.7,29.9,False
BOT,Alfa Romeo,24.0,2.0,HARD,13.0,99.427,1,26.7,29.9,False
ALB,Williams,24.0,2.0,SOFT,13.0,99.89,1,26.7,29.9,False
TSU,AlphaTauri,24.0,2.0,HARD,14.0,100.109,1,26.7,29.9,False
GAS,Alpine,24.0,2.0,HARD,15.0,99.761,1,26.7,29.9,False
SAR,Williams,24.0,2.0,SOFT,12.0,99.872,1,26.7,29.9,False
DEV,AlphaTauri,24.0,2.0,HARD,13.0,99.807,1,26.7,29.9,False
ZHO,Alfa Romeo,24.0,2.0,HARD,12.0,99.503,1,26.7,29.9,False
HUL,Haas F1 Team,24.0,2.0,HARD,13.0,99.855,1,26.7,29.9,False
MAG,Haas F1 Team,24.0,2.0,HARD,9.0,98.947,1,26.7,29.9,False
NOR,McLaren,24.0,3.0,SOFT,10.0,98.696,1,26.7,29.9,False
OCO,Alpine,24.0,3.0,HARD,12.0,99.382,1,26.7,29.9,False
VER,Red Bull Racing,25.0,2.0,SOFT,11.0,97.372,1,26.7,29.9,True
LEC,Ferrari,25.0,2.0,HARD,12.0,98.541,1,26.7,29.9,False
PER,Red Bull Racing,25.0,2.0,SOFT,10.0,98.418,1,26.7,29.9,False
SAI,Ferrari,25.0,2.0,HARD,12.0,98.571,1,26.7,29.9,False
HAM,Mercedes,25.0,2.0,HARD,13.0,98.29,1,26.7,29.9,True
ALO,Aston Martin,25.0,2.0,HARD,11.0,98.139,1,26.7,29.9,False
RUS,Mercedes,25.0,2.0,HARD,12.0,98.487,1,26.7,29.9,False
STR,Aston Martin,25.0,2.0,HARD,10.0,98.25,1,26.7,29.9,False
BOT,Alfa Romeo,25.0,2.0,HARD,14.0,99.49,1,26.7,29.9,False
ALB,Williams,25.0,2.0,SOFT,14.0,99.832,1,26.7,29.9,False
TSU,AlphaTauri,25.0,2.0,HARD,15.0,99.746,1,26.7,29.9,False
GAS,Alpine,25.0,2.0,HARD,16.0,102.288,1,26.7,29.9,False
SAR,Williams,25.0,2.0,SOFT,13.0,99.834,1,26.7,29.9,False
ZHO,Alfa Romeo,25.0,2.0,HARD,13.0,99.066,1,26.7,29.9,False
DEV,AlphaTauri,25.0,2.0,HARD,14.0,100.96,1,26.7,29.9,False
HUL,Haas F1 Team,25.0,2.0,HARD,14.0,100.295,1,26.7,29.9,False
MAG,Haas F1 Team,25.0,2.0,HARD,10.0,99.476,1,26.7,29.9,False
NOR,McLaren,25.0,3.0,SOFT,11.0,98.447,1,26.7,29.9,False
OCO,Alpine,25.0,3.0,HARD,13.0,99.435,1,26.7,29.9,False
VER,Red Bull Racing,26.0,2.0,SOFT,12.0,97.682,1,26.7,29.9,False
PER,Red Bull Racing,26.0,2.0,SOFT,11.0,97.454,1,26.7,29.9,False
LEC,Ferrari,26.0,2.0,HARD,13.0,99.668,1,26.7,29.9,False
SAI,Ferrari,26.0,2.0,HARD,13.0,98.331,1,26.7,29.9,False
HAM,Mercedes,26.0,2.0,HARD,14.0,98.339,1,26.7,29.9,False
ALO,Aston Martin,26.0,2.0,HARD,12.0,98.127,1,26.7,29.9,False
RUS,Mercedes,26.0,2.0,HARD,13.0,98.462,1,26.7,29.9,False
STR,Aston Martin,26.0,2.0,HARD,11.0,98.482,1,26.7,29.9,False
BOT,Alfa Romeo,26.0,2.0,HARD,15.0,99.5,1,26.8,29.9,False
ALB,Williams,26.0,2.0,SOFT,15.0,102.61,1,26.8,29.9,False
TSU,AlphaTauri,26.0,2.0,HARD,16.0,102.227,1,26.8,29.9,False
SAR,Williams,26.0,2.0,SOFT,14.0,100.006,1,26.8,29.9,False
ZHO,Alfa Romeo,26.0,2.0,HARD,14.0,99.427,1,26.8,29.9,False
DEV,AlphaTauri,26.0,2.0,HARD,15.0,99.97,1,26.8,29.9,False
MAG,Haas F1 Team,26.0,2.0,HARD,11.0,99.601,1,26.8,29.9,False
HUL,Haas F1 Team,26.0,2.0,HARD,15.0,102.931,1,26.8,29.9,False
GAS,Alpine,26.0,3.0,HARD,1.0,119.404,1,26.8,29.9,False
NOR,McLaren,26.0,3.0,SOFT,12.0,98.44,1,26.8,29.9,False
OCO,Alpine,26.0,3.0,HARD,14.0,99.521,1,26.8,29.9,False
VER,Red Bull Racing,27.0,2.0,SOFT,13.0,97.379,1,26.8,29.9,False
PER,Red Bull Racing,27.0,2.0,SOFT,12.0,97.387,1,26.8,29.9,False
LEC,Ferrari,27.0,2.0,HARD,14.0,98.814,1,26.8,29.9,False
SAI,Ferrari,27.0,2.0,HARD,14.0,98.423,1,26.8,29.9,False
HAM,Mercedes,27.0,2.0,HARD,15.0,98.369,1,26.8,29.9,False
ALO,Aston Martin,27.0,2.0,HARD,13.0,98.612,1,26.8,29.9,False
RUS,Mercedes,27.0,2.0,HARD,14.0,98.625,1,26.8,29.9,False
STR,Aston Martin,27.0,2.0,HARD,12.0,99.021,1,26.8,29.9,False
BOT,Alfa Romeo,27.0,2.0,HARD,16.0,99.287,1,26.8,29.9,False
SAR,Williams,27.0,2.0,SOFT,15.0,99.602,1,26.8,29.9,False
ZHO,Alfa Romeo,27.0,2.0,HARD,15.0,99.235,1,26.8,29.9,False
DEV,AlphaTauri,27.0,2.0,HARD,16.0,102.309,1,26.7,29.9,False
MAG,Haas F1 Team,27.0,2.0,HARD,12.0,99.298,1,26.7,29.9,False
ALB,Williams,27.0,3.0,HARD,1.0,119.87,1,26.7,29.9,False
GAS,Alpine,27.0,3.0,HARD,2.0,98.729,1,26.7,29.9,True
TSU,AlphaTauri,27.0,3.0,HARD,1.0,120.3,1,26.7,29.9,False
NOR,McLaren,27.0,3.0,SOFT,13.0,100.973,1,26.7,29.9,False
OCO,Alpine,27.0,3.0,HARD,15.0,99.594,1,26.7,29.9,False
VER,Red Bull Racing,28.0,2.0,SOFT,14.0,97.651,1,26.7,29.9,False
HUL,Haas F1 Team,27.0,3.0,HARD,1.0,132.037,1,26.7,29.9,False
PER,Red Bull Racing,28.0,2.0,SOFT,13.0,97.211,1,26.7,29.9,False
LEC,Ferrari,28.0,2.0,HARD,15.0,98.618,1,26.7,29.9,False
